OBJECTID_1,TransitRouteID,TransitRoute,OperRtNM,Notes,Origin,ONode,Destination,DNode,Mode,Direction,Operator,Headway,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June
1518,WMH06LI,2553,H6,,NE SOUTH DAKOTA AV & NE FRANKLIN ST,21175,BROOKLAND STATION & BUS BAY C,21133,Local Metrobus,2,Metro Bus,12,29,Peak,1423,1349,1421,1446,1347,1317,1285,1252,1341,1339,1403,1392
1519,WMH06LI,2553,H6,,NE SOUTH DAKOTA AV & NE FRANKLIN ST,21175,BROOKLAND STATION & BUS BAY C,21133,Local Metrobus,2,Metro Bus,12,29,Peak,1423,1349,1421,1446,1347,1317,1285,1252,1341,1339,1403,1392
1520,WMH06LO,2555,H6,,BROOKLAND STATION & BUS BAY C,21133,NE SOUTH DAKOTA AV & NE FRANKLIN ST,21169,Local Metrobus,2,Metro Bus,15,14,Peak,1423,1349,1421,1446,1347,1317,1285,1252,1341,1339,1403,1392
1521,WMP12O,2949,P12,,ADDISON RD STATION & BUS BAY C,26201,AUDREY LA & EASTOVER PARK & RIDE LO,26400,Local Metrobus,2,Metro Bus,20,65,Peak,6523,6573,6831,6581,6089,5836,5709,5866,6187,5726,5971,5742
1522,WMH08I,2544,"H8,9",,RHODE ISLAND AVE STA & BUS BAY E,21012,MT PLEASANT ST NW & 17TH ST NW,20821,Local Metrobus,2,Metro Bus,12,38,Peak,3916,3766,4106,4005,3825,3567,3585,3875,4012,4078,4481,4230
1523,WMZ08#3I,2558,Z8,,GREENCASTLE PARK & RIDE LOT,22526,SILVER SPRING STATION & BUS BAY C,22862,Local Metrobus,2,Metro Bus,30,47,Off-Peak,3665,3222,3218,3207,2885,2796,2894,2937,2997,3135,3288,3144
1524,WMH08O,2559,"H8,9",,MT PLEASANT ST NW & 17TH ST NW,20821,RHODE ISLAND AVE STA & BUS BAY E,21012,Local Metrobus,2,Metro Bus,23,37,Off-Peak,3916,3766,4106,4005,3825,3567,3585,3875,4012,4078,4481,4230
1525,WMH08O,2559,"H8,9",,MT PLEASANT ST NW & 17TH ST NW,20821,RHODE ISLAND AVE STA & BUS BAY E,21012,Local Metrobus,2,Metro Bus,23,37,Off-Peak,3916,3766,4106,4005,3825,3567,3585,3875,4012,4078,4481,4230
1526,WMH11I,2561,"H11,12,13",,HEATHER HILLS APTS & SHELTER,26259,NAYLOR RD STATION & BUS BAY D,26569,Local Metrobus,2,Metro Bus,15,32,Peak,1624,1623,1468,1612,1503,1417,1396,1381,1437,1478,1426,1468
1527,WMH12#1,2562,"H11,12,13",,HEATHER HILLS APTS & SHELTER,26259,NAYLOR RD STATION & BUS BAY D,26569,Local Metrobus,2,Metro Bus,33,28,Off-Peak,1624,1623,1468,1612,1503,1417,1396,1381,1437,1478,1426,1468
1528,WMH12O,2563,"H11,12,13",,NAYLOR RD STATION & BUS BAY D,26569,HEATHER HILLS APTS & SHELTER,26259,Local Metrobus,2,Metro Bus,33,27,Off-Peak,1624,1623,1468,1612,1503,1417,1396,1381,1437,1478,1426,1468
1529,WMH12O,2563,"H11,12,13",,NAYLOR RD STATION & BUS BAY D,26569,HEATHER HILLS APTS & SHELTER,26259,Local Metrobus,2,Metro Bus,33,27,Off-Peak,1624,1623,1468,1612,1503,1417,1396,1381,1437,1478,1426,1468
1530,WM94LI,2565,94,,"TERMINAL;SE 19TH ST & SE SAVANNAH ST",21354,ANACOSTIA STATION & BUS BAY F,21341,Local Metrobus,2,Metro Bus,15,17,Peak,1528,1371,1635,1659,1762,1514,1686,1678,1681,1584,1746,1658
1531,WM94LI,2565,94,,"TERMINAL;SE 19TH ST & SE SAVANNAH ST",21354,ANACOSTIA STATION & BUS BAY F,21341,Local Metrobus,2,Metro Bus,15,17,Peak,1528,1371,1635,1659,1762,1514,1686,1678,1681,1584,1746,1658
1532,WM94LO,2567,94,,ANACOSTIA STATION & BUS BAY F,21341,SE TRENTON PL & SE 19TH ST,21354,Local Metrobus,2,Metro Bus,15,13,Peak,1528,1371,1635,1659,1762,1514,1686,1678,1681,1584,1746,1658
1533,WM94LO,2567,94,,ANACOSTIA STATION & BUS BAY F,21341,SE TRENTON PL & SE 19TH ST,21354,Local Metrobus,2,Metro Bus,15,13,Peak,1528,1371,1635,1659,1762,1514,1686,1678,1681,1584,1746,1658
1534,WMD06O,2569,D6,,STADIUM ARMORY STATION & BUS BAY G,21240,LOUGHBORO RD NW & SIBLEY HOSPITAL,20680,Local Metrobus,2,Metro Bus,20,85,Peak,4975,4658,5056,5019,4628,4149,4647,4685,4717,4498,4493,4740
1535,WM89MO,2570,"89,89M",,GREENBELT STATION & BUS BAY C,26106,SOUTH LAUREL PARK & RIDE LOT & BAY,27424,Local Metrobus,2,Metro Bus,60,51,Off-Peak,957,873,972,970,876,816,707,735,732,833,826,852
1536,WM07MO,2571,7M,,PENTAGON STATION & BUS BAY U6 HOV,30206,MARK CENTER STATION BUS BAY 1,32095,Local Metrobus,2,Metro Bus,15,14,Off-Peak,1742,1752,1599,1642,1512,1183,1187,1186,1280,1610,1596,1552
1537,WM16GI,2572,"16G,H,K",,DINWIDDIE ST & COLUMBIA PIKE,30071,S HAYES ST & PENTAGON CITY STATION,30194,Local Metrobus,2,Metro Bus,12,18,Peak,4060,3903,3994,3941,3710,3566,3459,3591,3688,3762,3697,3844
1538,WM16GI,2572,"16G,H,K",,DINWIDDIE ST & COLUMBIA PIKE,30071,S HAYES ST & PENTAGON CITY STATION,30194,Local Metrobus,2,Metro Bus,12,18,Peak,4060,3903,3994,3941,3710,3566,3459,3591,3688,3762,3697,3844
1539,WM28FI,2574,"28F,G",,5113 S GEORGE MASON DR,34023,PENTAGON STATION & BUS BAY U7,30206,Local Metrobus,2,Metro Bus,60,13,Off-Peak,548,483,473,476,426,364,402,418,410,517,517,565
1540,WM04BI,3000,"4A,B",,SEVEN CORNERS TC BUS BAY B,36111,N MOORE ST & ROSSLYN STATION BUS BA,30120,Local Metrobus,2,Metro Bus,50,32,Off-Peak,1787,1755,1788,1775,1661,1545,1520,1575,1656,1718,1750,1750
1541,WMM06LO,2530,M6,,SE ALABAMA AV & SE PENNSYLVANIA AV,21322,POTOMAC AVE SE (N RDWY) & 14TH ST S,21245,Local Metrobus,2,Metro Bus,15,24,Peak,1907,1776,1838,1825,1690,1683,1581,1687,1741,1790,1770,1742
1542,WMP12#I,2577,P12,,"OVERPASS/IVERSON MALL;IVERSON ST",26580,ADDISON RD STATION & BUS BAY C,26201,Local Metrobus,2,Metro Bus,60,39,Off-Peak,6523,6573,6831,6581,6089,5836,5709,5866,6187,5726,5971,5742
1543,FRIBS5,2578,RIBS 5,,RESTON TOWN CTR TRANSIT STATIO,34621,RESTON TOWN CTR TRANSIT STATIO,36069,Other Primary - Local Bus,2,Fairfax Connector,43,33,Off-Peak,162,155,162,162,139,148,158,147,145,162,145,132
1544,WM03TI,2993,3T,,MCLEAN STATION & BUS BAY,35042,E FALLS CHURCH STA & BUS BAY D,30064,Local Metrobus,2,Metro Bus,60,43,Off-Peak,744,681,701,692,649,609,602,619,629,677,684,692
1545,FRIBS1,2580,RIBS 1,,RESTON TOWN CTR TRANSIT STA BA,35650,RESTON TOWN CTR TRANSIT STA BA,34621,Other Primary - Local Bus,2,Fairfax Connector,30,54,Peak,526,541,491,467,418,390,377,404,425,470,500,569
1546,FRIBS1,2580,RIBS 1,,RESTON TOWN CTR TRANSIT STA BA,35650,RESTON TOWN CTR TRANSIT STA BA,34621,Other Primary - Local Bus,2,Fairfax Connector,30,54,Peak,526,541,491,467,418,390,377,404,425,470,500,569
1547,FRIBS2,2582,RIBS 2,,RESTON TOWN CTR TRANSIT STA BA,34621,RESTON TOWN CTR TRANSIT STA BA,36069,Other Primary - Local Bus,2,Fairfax Connector,30,48,Off-Peak,531,518,524,513,469,450,431,471,463,508,321,124
1548,FRIBS2,2582,RIBS 2,,RESTON TOWN CTR TRANSIT STA BA,34621,RESTON TOWN CTR TRANSIT STA BA,36069,Other Primary - Local Bus,2,Fairfax Connector,30,48,Off-Peak,531,518,524,513,469,450,431,471,463,508,321,124
1549,FRIBS3,2584,RIBS 3,,RESTON TOWN CENTER TRANSIT STA,34621,RESTON TOWN CENTER TRANSIT STA,35650,Other Primary - Local Bus,2,Fairfax Connector,30,53,Off-Peak,556,583,564,565,516,496,444,453,502,523,539,555
1550,FRIBS3,2584,RIBS 3,,RESTON TOWN CENTER TRANSIT STA,34621,RESTON TOWN CENTER TRANSIT STA,35650,Other Primary - Local Bus,2,Fairfax Connector,30,53,Off-Peak,556,583,564,565,516,496,444,453,502,523,539,555
1551,WMW08L,2586,"W6,8",,ANACOSTIA STATION & BUS BAY M,21341,ANACOSTIA STATION & BUS BAY M,20731,Local Metrobus,2,Metro Bus,30,36,Off-Peak,2005,1987,2194,2322,2095,2098,2210,2176,2328,2677,2791,2325
1552,F505W,3891,505,,WIEHLE-RESTON EAST TRANSIT CTR,35658,RESTON TOWN CTR TRANSIT STATIO,35651,Other Primary - Local Bus,2,Fairfax Connector,23,8,Off-Peak,1053,483,455,448,401,400,398,398,433,469,462,579
1553,WMB29O,2588,"B29,31",,CROFTON COUNTRY CLUB & NORTH PKG LO,45818,NEW CARROLLTON STATION & BUS BAY A,26193,Local Metrobus,2,Metro Bus,30,29,Peak,236,276,331,290,252,218,195,236,249,225,235,222
1554,FRIBS5,2578,RIBS 5,,RESTON TOWN CTR TRANSIT STATIO,34621,RESTON TOWN CTR TRANSIT STATIO,36069,Other Primary - Local Bus,2,Fairfax Connector,43,33,Off-Peak,162,155,162,162,139,148,158,147,145,162,145,132
1555,ART87O,2590,ART 87,,Pentagon Metro @ Bay U3,30206,"Shirlington Station, 2975 S Quincy Street, NB",30170,Other Primary - Local Bus,2,ART Bus,30,22,Off-Peak,1134,1112,1092,1095,998,983,1016,998,1017,1037,1017,944
1556,WM38BI,2591,38B,,BALLSTON STATION & BUS BAY B,30093,17TH ST NW (EAST) & I ST NW,20098,Local Metrobus,2,Metro Bus,12,38,Peak,3961,3763,3719,3614,3395,3173,3379,3488,3598,3608,3772,3865
1557,WM38BO,2592,38B,,17TH ST (EAST) & I ST,20042,BALLSTON STATION & BUS BAY B,30489,Local Metrobus,2,Metro Bus,15,40,Peak,3961,3763,3719,3614,3395,3173,3379,3488,3598,3608,3772,3865
1558,WM38BO,2592,38B,,17TH ST (EAST) & I ST,20042,BALLSTON STATION & BUS BAY B,30489,Local Metrobus,2,Metro Bus,15,40,Peak,3961,3763,3719,3614,3395,3173,3379,3488,3598,3608,3772,3865
1559,WM42I,2594,"42,43",,LAMONT ST NW & MT PLEASANT ST NW,20821,NW 9TH ST & NW G ST,20514,Local Metrobus,2,Metro Bus,12,29,Peak,7351,6980,7366,7348,7255,6624,7441,7895,7582,7230,7370,7479
1560,WM42I,2594,"42,43",,LAMONT ST NW & MT PLEASANT ST NW,20821,NW 9TH ST & NW G ST,20514,Local Metrobus,2,Metro Bus,12,29,Peak,7351,6980,7366,7348,7255,6624,7441,7895,7582,7230,7370,7479
1561,WM42O,2427,"42,43",,NW 9TH ST & NW G ST,20516,LAMONT ST NW & MT PLEASANT ST NW,20821,Local Metrobus,2,Metro Bus,12,35,Off-Peak,7351,6980,7366,7348,7255,6624,7441,7895,7582,7230,7370,7479
1562,WM43I,2597,"42,43",,LAMONT ST NW & MT PLEASANT ST NW,20821,17TH ST NW (WEST) & I ST NW,20098,Local Metrobus,2,Metro Bus,8,18,Peak,7351,6980,7366,7348,7255,6624,7441,7895,7582,7230,7370,7479
1563,WM52#1I,2598,"52,53,54",,NW 14TH ST & NW JEFFERSON ST,20847,D ST SW BETWEEN 6TH AND 7TH ST SW,20046,Local Metrobus,2,Metro Bus,20,44,Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1564,WM52#1I,2598,"52,53,54",,NW 14TH ST & NW JEFFERSON ST,20847,D ST SW BETWEEN 6TH AND 7TH ST SW,20046,Local Metrobus,2,Metro Bus,20,44,Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1565,WM52%#1O,2600,"52,53,54",,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW INGRAHAM ST,20847,Local Metrobus,2,Metro Bus,21,46,Off-Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1566,WM53%O,2601,"52,53,54",,I ST & 13TH ST NW (STOP 4),20106,TAKOMA STATION & BUS BAY C,20872,Local Metrobus,2,Metro Bus,23,47,Off-Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1567,FRIBS4,2602,RIBS 4,,RESTON TOWN CTR TRANSIT STA BA,35650,RESTON TOWN CTR TRANSIT STA BA,36069,Other Primary - Local Bus,2,Fairfax Connector,30,30,Peak,143,175,179,187,169,152,153,154,143,153,116,72
1568,ART87I,2603,ART 87,,"Shirlington Station, 2975 S Quincy Street, NB",30170,Pentagon Metro @ Bay U3,30206,Other Primary - Local Bus,2,ART Bus,30,27,Off-Peak,1134,1112,1092,1095,998,983,1016,998,1017,1037,1017,944
1569,WM36O,2604,"32,34,36",,VIRGINIA AVE & E ST,20228,NAYLOR RD STATION & BUS BAY F,26572,Local Metrobus,2,Metro Bus,30,58,Off-Peak,17329,14224,8152,8085,7545,6956,7069,7127,7421,7401,7962,7499
1570,WM53I,2605,"52,53,54",,TAKOMA STATION & BUS BAY C,20872,I ST & 13TH ST NW (STOP 4),20075,Local Metrobus,2,Metro Bus,12,49,Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1571,WM54#1I,2606,"52,53,54",,NW 14TH ST & NW JEFFERSON ST,20847,D ST SW BETWEEN 6TH AND 7TH ST SW,20046,Local Metrobus,2,Metro Bus,25,47,Off-Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1572,WM54#1I,2606,"52,53,54",,NW 14TH ST & NW JEFFERSON ST,20847,D ST SW BETWEEN 6TH AND 7TH ST SW,20046,Local Metrobus,2,Metro Bus,25,47,Off-Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1573,WM54/,2608,"52,53,54",,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,TAKOMA STATION & BUS BAY C,20870,Local Metrobus,2,Metro Bus,30,61,Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1574,WM54O,2609,"52,53,54",,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW INGRAHAM ST,20847,Local Metrobus,2,Metro Bus,60,45,Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1575,WM54O,2609,"52,53,54",,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW INGRAHAM ST,20847,Local Metrobus,2,Metro Bus,60,45,Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1576,WMM06L,2941,M6,,POTOMAC AVE SE (N RDWY) & 14TH ST S,21248,SE ALABAMA AV & SE PENNSYLVANIA AV,21323,Local Metrobus,2,Metro Bus,20,11,Off-Peak,1907,1776,1838,1825,1690,1683,1581,1687,1741,1790,1770,1742
1577,WM60I,2612,"60,64",,FT TOTTEN STATION & BUS BAY C,21106,GEORGIA AVE & NEW HAMPSHIRE AVE STO,20905,Local Metrobus,2,Metro Bus,43,17,Off-Peak,5009,4821,5592,5505,5078,4892,4988,5171,5247,5095,5635,5107
1578,WM60I,2612,"60,64",,FT TOTTEN STATION & BUS BAY C,21106,GEORGIA AVE & NEW HAMPSHIRE AVE STO,20905,Local Metrobus,2,Metro Bus,43,17,Off-Peak,5009,4821,5592,5505,5078,4892,4988,5171,5247,5095,5635,5107
1579,WM60O,2614,"60,64",,GEORGIA AVE & NEW HAMPSHIRE AVE N/S,20905,FT TOTTEN STATION & BUS BAY C,21106,Local Metrobus,2,Metro Bus,20,18,Peak,5009,4821,5592,5505,5078,4892,4988,5171,5247,5095,5635,5107
1580,WM60O,2614,"60,64",,GEORGIA AVE & NEW HAMPSHIRE AVE N/S,20905,FT TOTTEN STATION & BUS BAY C,21106,Local Metrobus,2,Metro Bus,20,18,Peak,5009,4821,5592,5505,5078,4892,4988,5171,5247,5095,5635,5107
1581,WM62I,2616,"62,63",,TAKOMA STATION & BUS BAY F,20872,GEORGIA AVE & NEW HAMPSHIRE AVE STO,20901,Local Metrobus,2,Metro Bus,15,18,Off-Peak,3999,3673,4326,4135,3853,3429,3712,3928,3904,3830,3972,3772
1582,ART87I,2603,ART 87,,"Shirlington Station, 2975 S Quincy Street, NB",30170,Pentagon Metro @ Bay U3,30206,Other Primary - Local Bus,2,ART Bus,30,27,Off-Peak,1134,1112,1092,1095,998,983,1016,998,1017,1037,1017,944
1583,WMU05L,2618,"U5,6",,MINNESOTA AVE STA & BUS BAY M,21203,MINNESOTA AVE STA & BUS BAY M,21671,Local Metrobus,2,Metro Bus,33,64,Off-Peak,3326,3104,3562,3518,3295,3230,3192,3453,3354,3207,3337,3086
1584,ART42E,2619,ART 42,,Pentagon Metro @ Bay U3,30206,"Ballston Metro F, Fairfax Dr, EB @ N Stafford, NS",30093,Other Primary - Local Bus,2,ART Bus,33,34,Off-Peak,1238,1194,1260,1303,1195,1126,1184,1181,1198,1254,1283,1193
1585,ART42E,2619,ART 42,,Pentagon Metro @ Bay U3,30206,"Ballston Metro F, Fairfax Dr, EB @ N Stafford, NS",30093,Other Primary - Local Bus,2,ART Bus,33,34,Off-Peak,1238,1194,1260,1303,1195,1126,1184,1181,1198,1254,1283,1193
1586,ART42W,2621,ART 42,,"Ballston Metro F, Fairfax Dr, EB @ N Stafford, NS",30093,Pentagon Metro @ Bay U3,30206,Other Primary - Local Bus,2,ART Bus,33,30,Off-Peak,1238,1194,1260,1303,1195,1126,1184,1181,1198,1254,1283,1193
1587,ART42W,2621,ART 42,,"Ballston Metro F, Fairfax Dr, EB @ N Stafford, NS",30093,Pentagon Metro @ Bay U3,30206,Other Primary - Local Bus,2,ART Bus,33,30,Off-Peak,1238,1194,1260,1303,1195,1126,1184,1181,1198,1254,1283,1193
1588,ART51I,2623,ART 51,,"N George Mason Drive, SB @ Lee Highway, FS",30035,"Ballston Metro G, Fairfax Dr, EB @ N Stafford, NS",30093,Other Primary - Local Bus,2,ART Bus,33,10,Off-Peak,694,680,719,707,660,624,609,592,618,634,637,612
1589,ART51I,2623,ART 51,,"N George Mason Drive, SB @ Lee Highway, FS",30035,"Ballston Metro G, Fairfax Dr, EB @ N Stafford, NS",30093,Other Primary - Local Bus,2,ART Bus,33,10,Off-Peak,694,680,719,707,660,624,609,592,618,634,637,612
1590,ART51O,2625,ART 51,,"Ballston Metro G, Fairfax Dr, EB @ N Stafford, NS",30093,"N George Mason Drive, SB @ Lee Highway, FS",30035,Other Primary - Local Bus,2,ART Bus,30,13,Peak,694,680,719,707,660,624,609,592,618,634,637,612
1591,DAT8W,2626,AT8,,N Fairfax St and Pendleton St,32056,Van Dorn St Metro Station - Bay A,32151,Other Primary - Local Bus,2,Dash,20,49,Peak,3037,3186,3275,3213,2889,2752,2679,2770,2902,2893,2980,2994
1592,DAT8W,2626,AT8,,N Fairfax St and Pendleton St,32056,Van Dorn St Metro Station - Bay A,32151,Other Primary - Local Bus,2,Dash,20,49,Peak,3037,3186,3275,3213,2889,2752,2679,2770,2902,2893,2980,2994
1593,WM38BI,2591,38B,,BALLSTON STATION & BUS BAY B,30093,17TH ST NW (EAST) & I ST NW,20098,Local Metrobus,2,Metro Bus,12,38,Peak,3961,3763,3719,3614,3395,3173,3379,3488,3598,3608,3772,3865
1594,WM37I,2629,37,,FRIENDSHIP HEIGHTS STA & BUS BAY B,22864,PENNSYLVANIA AVE & 7TH ST NW,20093,Local Metrobus,2,Metro Bus,15,39,Peak,734,668,729,678,681,476,560,606,585,599,633,661
1595,WM07AI,3054,"7A,F,Y",,LINCOLNIA RD & QUANTRELL AV,32155,PENTAGON STATION & BUS BAY U11,30206,Express Metrobus,2,Metro Bus,38,28,Off-Peak,3394,3374,3550,3559,3325,3063,3144,3363,3455,3595,3501,3445
1596,WM39I,2631,39,,NAYLOR RD STATION & BUS BAY A,20263,NW VIRGINIA AV & NW 21ST ST,21353,Local Metrobus,2,Metro Bus,15,54,Peak,899,898,1024,964,918,799,859,864,825,833,906,916
1597,ART52O,2632,ART 52,,"Ballston Metro G, Fairfax Dr, EB @ N Stafford, NS",30093,"East Falls Church Metro, Sycamore Street @ Bay A",30047,Other Primary - Local Bus,2,ART Bus,30,23,Peak,691,437,534,520,493,465,431,455,474,464,480,453
1598,ART52I,2633,ART 52,,"East Falls Church Metro, Sycamore Street @ Bay A",30047,"Ballston Metro G, Fairfax Dr, EB @ N Stafford, NS",30093,Other Primary - Local Bus,2,ART Bus,60,29,Off-Peak,691,437,534,520,493,465,431,455,474,464,480,453
1599,ART52O,2632,ART 52,,"Ballston Metro G, Fairfax Dr, EB @ N Stafford, NS",30093,"East Falls Church Metro, Sycamore Street @ Bay A",30047,Other Primary - Local Bus,2,ART Bus,30,23,Peak,691,437,534,520,493,465,431,455,474,464,480,453
1600,WM34O,2635,"32,34,36",,10TH ST NW & PENNSYLVANIA AVE NW,20061,NAYLOR RD STATION & BUS BAY G,26572,Local Metrobus,2,Metro Bus,30,32,Peak,17329,14224,8152,8085,7545,6956,7069,7127,7421,7401,7962,7499
1601,WM34O,2635,"32,34,36",,10TH ST NW & PENNSYLVANIA AVE NW,20061,NAYLOR RD STATION & BUS BAY G,26572,Local Metrobus,2,Metro Bus,30,32,Peak,17329,14224,8152,8085,7545,6956,7069,7127,7421,7401,7962,7499
1602,WM36I,2637,"32,34,36",,NAYLOR RD STATION & BUS BAY F,26572,VIRGINIA AVE & E ST,20228,Local Metrobus,2,Metro Bus,20,73,Peak,17329,14224,8152,8085,7545,6956,7069,7127,7421,7401,7962,7499
1603,WM36I,2637,"32,34,36",,NAYLOR RD STATION & BUS BAY F,26572,VIRGINIA AVE & E ST,20228,Local Metrobus,2,Metro Bus,20,73,Peak,17329,14224,8152,8085,7545,6956,7069,7127,7421,7401,7962,7499
1604,WM36O,2604,"32,34,36",,VIRGINIA AVE & E ST,20228,NAYLOR RD STATION & BUS BAY F,26572,Local Metrobus,2,Metro Bus,30,58,Off-Peak,17329,14224,8152,8085,7545,6956,7069,7127,7421,7401,7962,7499
1605,WMR04I,2640,R4,,HIGHVIEW TERR & FOOT OF INCLINE,26123,BROOKLAND STATION & BUS BAY A,21133,Local Metrobus,2,Metro Bus,50,28,Off-Peak,1573,1607,1476,1483,1394,1348,1321,1362,1472,1487,1521,1557
1606,WMQ06O,2641,"Q1,2,4,5,6",,WHEATON STATION & BUS BAY D,22595,SHADY GROVE STA (W) & BUS BAY C,22395,Local Metrobus,2,Metro Bus,27,45,Off-Peak,9682,9362,9617,9184,8434,7563,6925,7717,8036,8576,8566,8450
1607,WMQ06O,2641,"Q1,2,4,5,6",,WHEATON STATION & BUS BAY D,22595,SHADY GROVE STA (W) & BUS BAY C,22395,Local Metrobus,2,Metro Bus,27,45,Off-Peak,9682,9362,9617,9184,8434,7563,6925,7717,8036,8576,8566,8450
1608,WMR01I,2643,"R1,2",,METZEROTT RD & GREENSPIRE TERR,27323,FT TOTTEN STATION & BUS BAY E,21106,Local Metrobus,2,Metro Bus,20,29,Peak,3953,3818,3741,3827,3546,3289,3178,3346,3579,3702,3779,3847
1609,WMR02I,2644,"R1,2",,PLUM ORCHARD DR & BROADBIRCH DR,22546,FT TOTTEN STATION & BUS BAY E,21106,Local Metrobus,2,Metro Bus,30,50,Peak,3953,3818,3741,3827,3546,3289,3178,3346,3579,3702,3779,3847
1610,WMR02I,2644,"R1,2",,PLUM ORCHARD DR & BROADBIRCH DR,22546,FT TOTTEN STATION & BUS BAY E,21106,Local Metrobus,2,Metro Bus,30,50,Peak,3953,3818,3741,3827,3546,3289,3178,3346,3579,3702,3779,3847
1611,WMR02O,2646,"R1,2",,FT TOTTEN STATION & BUS BAY E,21106,PLUM ORCHARD DR & BROADBIRCH DR,22629,Local Metrobus,2,Metro Bus,30,47,Peak,3953,3818,3741,3827,3546,3289,3178,3346,3579,3702,3779,3847
1612,WMR03I,2647,R3,,GREENBELT STATION & BUS BAY B,26106,PG PLAZA STATION & BUS BAY A,27355,Local Metrobus,2,Metro Bus,60,28,Peak,317,288,274,217,229,230,224,215,256,278,338,259
1613,WMR03O,2648,R3,,PG PLAZA STATION & BUS BAY A,27355,GREENBELT STATION & BUS BAY B,26106,Local Metrobus,2,Metro Bus,60,30,Peak,317,288,274,217,229,230,224,215,256,278,338,259
1614,WMR02O,2646,"R1,2",,FT TOTTEN STATION & BUS BAY E,21106,PLUM ORCHARD DR & BROADBIRCH DR,22629,Local Metrobus,2,Metro Bus,30,47,Peak,3953,3818,3741,3827,3546,3289,3178,3346,3579,3702,3779,3847
1615,WMR04I,2640,R4,,HIGHVIEW TERR & FOOT OF INCLINE,26123,BROOKLAND STATION & BUS BAY A,21133,Local Metrobus,2,Metro Bus,50,28,Off-Peak,1573,1607,1476,1483,1394,1348,1321,1362,1472,1487,1521,1557
1616,WMR04O,2651,R4,,BROOKLAND STATION & BUS BAY A,21133,HIGHVIEW TERR & FOOT OF INCLINE,26123,Local Metrobus,2,Metro Bus,20,26,Peak,1573,1607,1476,1483,1394,1348,1321,1362,1472,1487,1521,1557
1617,WMR11I,2652,"R11,12",,GREENBELT STATION & BUS BAY F,26106,DEANWOOD STATION & BUS BAY C,21208,Local Metrobus,2,Metro Bus,30,51,Peak,1762,1742,1857,1738,1589,1460,1418,1439,1471,1561,1519,1580
1618,WMR11O,2653,"R11,12",,DEANWOOD STATION & BUS BAY C,21208,GREENBELT STATION & BUS BAY F,26106,Local Metrobus,2,Metro Bus,60,48,Peak,1762,1742,1857,1738,1589,1460,1418,1439,1471,1561,1519,1580
1619,WMR12I,2654,"R11,12",,GREENBELT STATION & BUS BAY F,26106,DEANWOOD STATION & BUS BAY C,21208,Local Metrobus,2,Metro Bus,50,47,Off-Peak,1762,1742,1857,1738,1589,1460,1418,1439,1471,1561,1519,1580
1620,WMREDA,3698,RED,Not collected,SHADY GROVE METRO,8001,GLENMONT METRO,8026,Metro Rail,1,MetroRail-Red,6,65,Peak,,,,,,,,,,,,
1621,WMS01#1I,2656,S1,,NW 14TH ST & NW MISSOURI AV,20643,NW VIRGINIA AV & NW 22ND ST,20167,Local Metrobus,2,Metro Bus,12,36,Peak,2105,1863,1765,1883,1923,1716,2251,2335,2063,1973,2078,2327
1622,WMS01I,2657,S1,,NW 14TH ST & NW  DECATUR ST,20842,NW VIRGINIA AV & NW 22ND ST,20167,Local Metrobus,2,Metro Bus,10,39,Peak,2105,1863,1765,1883,1923,1716,2251,2335,2063,1973,2078,2327
1623,WMS02%5I,2658,"S2,4",,NW 14TH ST & NW  DECATUR ST,20842,NW I ST & NW 14TH ST,20075,Local Metrobus,2,Metro Bus,10,33,Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
1624,WMS02I,2659,"S2,4",,SILVER SPRING STATION & BUS BAY J,22862,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,Local Metrobus,2,Metro Bus,16,54,Off-Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
1625,WMS02I,2659,"S2,4",,SILVER SPRING STATION & BUS BAY J,22862,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,Local Metrobus,2,Metro Bus,16,54,Off-Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
