OBJECTID,TransitRouteID,TransitRoute,OperRtNM,Notes,Headway,Origin,ONode,Destination,DNode,Mode,Operator,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June,Direction
117,WMH04I,593,H4, ,30,BROOKLAND STATION & BUS BAY B,21133,NW FORT DR & NW ALBEMARLE ST -TENLEYTOWN,20718,Local Metrobus,Metro Bus,43,Off-Peak,6513,6649,7550,7377,6969,6067,6296,6769,6565,6852,6700,6619,2
118,WMH04I,593,H4, ,30,BROOKLAND STATION & BUS BAY B,21133,NW FORT DR & NW ALBEMARLE ST -TENLEYTOWN,20718,Local Metrobus,Metro Bus,43,Off-Peak,6513,6649,7550,7377,6969,6067,6296,6769,6565,6852,6700,6619,2
119,WMH04O,595,H4, ,30,NW 40TH ST & NW ALBEMARLE ST,20718,BROOKLAND STATION & BUS BAY B,21133,Local Metrobus,Metro Bus,44,Off-Peak,6513,6649,7550,7377,6969,6067,6296,6769,6565,6852,6700,6619,2
120,WMH04O,595,H4, ,30,NW 40TH ST & NW ALBEMARLE ST,20718,BROOKLAND STATION & BUS BAY B,21133,Local Metrobus,Metro Bus,44,Off-Peak,6513,6649,7550,7377,6969,6067,6296,6769,6565,6852,6700,6619,2
121,WMH06LI,597,H6, ,12,NE SOUTH DAKOTA AV & NE FRANKLIN ST,21175,BROOKLAND STATION & BUS BAY C,21133,Local Metrobus,Metro Bus,29,Peak,1339,1311,1402,1458,1379,1332,1349,1428,1414,1441,1489,1367,2
122,WMH06LI,597,H6, ,12,NE SOUTH DAKOTA AV & NE FRANKLIN ST,21175,BROOKLAND STATION & BUS BAY C,21133,Local Metrobus,Metro Bus,29,Peak,1339,1311,1402,1458,1379,1332,1349,1428,1414,1441,1489,1367,2
123,WMH06LO,599,H6, ,15,BROOKLAND STATION & BUS BAY C,21133,NE SOUTH DAKOTA AV & NE FRANKLIN ST,21169,Local Metrobus,Metro Bus,14,Peak,1339,1311,1402,1458,1379,1332,1349,1428,1414,1441,1489,1367,2
124,WMP12O,600,P12, ,27,ADDISON RD STATION & BUS BAY C,26201,AUDREY LA & EASTOVER PARK & RIDE LO,26400,Local Metrobus,Metro Bus,68,Off-Peak,5803,6027,6116,6141,5842,5620,5596,6014,5741,6025,6086,5810,2
125,WMH08I,588,H8, ,12,RHODE ISLAND AVE STA & BUS BAY E,21012,MT PLEASANT ST NW & 17TH ST NW,20821,Local Metrobus,Metro Bus,38,Peak,3808,3723,3831,3649,3556,3431,3534,3772,3558,3736,3926,3560,2
126,WMZ08#3I,602,Z8, ,30,GREENCASTLE PARK & RIDE LOT,22526,SILVER SPRING STATION & BUS BAY C,22862,Local Metrobus,Metro Bus,47,Off-Peak,3060,3136,3284,3306,3130,2836,2970,3253,3182,3237,3261,3069,2
127,WMH08O,603,H8, ,23,MT PLEASANT ST NW & 17TH ST NW,20821,RHODE ISLAND AVE STA & BUS BAY E,21012,Local Metrobus,Metro Bus,37,Off-Peak,3808,3723,3831,3649,3556,3431,3534,3772,3558,3736,3926,3560,2
128,WMH08O,603,H8, ,23,MT PLEASANT ST NW & 17TH ST NW,20821,RHODE ISLAND AVE STA & BUS BAY E,21012,Local Metrobus,Metro Bus,37,Off-Peak,3808,3723,3831,3649,3556,3431,3534,3772,3558,3736,3926,3560,2
129,WMH11I,605,H11, ,15,HEATHER HILL APTS,26259,NAYLOR RD STATION & BUS BAY D,26569,Local Metrobus,Metro Bus,32,Peak,1309,1337,1303,1416,1328,1250,1302,1374,1309,1373,1368,1322,2
130,WMH12#1,606,H12, ,33,HEATHER HILL APTS,26259,NAYLOR RD STATION & BUS BAY D,26569,Local Metrobus,Metro Bus,28,Off-Peak,1309,1337,1303,1416,1328,1250,1302,1374,1309,1373,1368,1322,2
131,WMH12O,607,H12, ,33,NAYLOR RD STATION & BUS BAY D,26569,HEATHER HILL APTS,26259,Local Metrobus,Metro Bus,27,Off-Peak,1309,1337,1303,1416,1328,1250,1302,1374,1309,1373,1368,1322,2
132,WMH12O,607,H12, ,33,NAYLOR RD STATION & BUS BAY D,26569,HEATHER HILL APTS,26259,Local Metrobus,Metro Bus,27,Off-Peak,1309,1337,1303,1416,1328,1250,1302,1374,1309,1373,1368,1322,2
133,WM94LI,239,94, ,15,"TERMINAL;SE 19TH ST & SE SAVANNAH ST",21354,ANACOSTIA STATION & BUS BAY F,21341,Local Metrobus,Metro Bus,17,Peak,1412,1150,1437,1603,1401,1362,1339,1520,1475,1302,1538,1258,2
134,WM94LI,239,94, ,15,"TERMINAL;SE 19TH ST & SE SAVANNAH ST",21354,ANACOSTIA STATION & BUS BAY F,21341,Local Metrobus,Metro Bus,17,Peak,1412,1150,1437,1603,1401,1362,1339,1520,1475,1302,1538,1258,2
135,WM94LO,241,94, ,15,ANACOSTIA STATION & BUS BAY F,21341,SE TRENTON PL & SE 19TH ST,21354,Local Metrobus,Metro Bus,13,Peak,1412,1150,1437,1603,1401,1362,1339,1520,1475,1302,1538,1258,2
136,WM94LO,241,94, ,15,ANACOSTIA STATION & BUS BAY F,21341,SE TRENTON PL & SE 19TH ST,21354,Local Metrobus,Metro Bus,13,Peak,1412,1150,1437,1603,1401,1362,1339,1520,1475,1302,1538,1258,2
137,WMD06O,243,D6, ,20,STADIUM ARMORY STATION & BUS BAY G,21240,LOUGHBORO RD NW & SIBLEY HOSPITAL,20680,Local Metrobus,Metro Bus,85,Peak,5208,5152,5166,5253,4876,4343,4806,5049,4909,4925,4990,5049,2
138,WM89MO,244,89M, ,60,GREENBELT STATION & BUS BAY C,26106,SOUTH LAUREL PARK & RIDE LOT & BAY,27424,Local Metrobus,Metro Bus,51,Off-Peak,851,838,894,933,853,796,734,810,730,767,834,832,2
139,F950W,245,950, ,30,METRO WEST FALLS CH VT-UVA N B,34940,RESTON TOWN CTR TRANSIT STA BA,34621,Other Primary - Local Bus,Fairfax Connector,45,Off-Peak,3370,3331,3494,3255,3047,2871,2926,2994,3076,3225,3202,3189,2
140,F152C/,246,152, ,50,MOUNT VERNON ESTATE,34139,METRO HUNTINGTON S BAY C,34154,Other Primary - Local Bus,Fairfax Connector,40,Off-Peak,607,619,572,585,547,535,545,617,593,599,585,541,2
141,F152C/O,247,152, ,30,METRO HUNTINGTON S BAY C,34154,MOUNT VERNON ESTATE,34139,Other Primary - Local Bus,Fairfax Connector,42,Peak,607,619,572,585,547,535,545,617,593,599,585,541,2
142,WM07MO,248,07M, ,15,PENTAGON STATION & BUS BAY U6 HOV,30206,MARK CENTER BUS BAY C,32095,Local Metrobus,Metro Bus,14,Off-Peak,1874,1985,2018,1915,1756,1529,1564,1551,1681,1891,1727,2103,2
143,WM16GI,249,16G, ,12,DINWIDDIE ST & COLUMBIA PIKE,30071,S HAYES ST & PENTAGON CITY STATION,30194,Local Metrobus,Metro Bus,18,Peak,3933,3868,3797,3709,3641,3303,3224,3267,3369,3757,3836,3849,2
144,WM16GI,249,16G, ,12,DINWIDDIE ST & COLUMBIA PIKE,30071,S HAYES ST & PENTAGON CITY STATION,30194,Local Metrobus,Metro Bus,18,Peak,3933,3868,3797,3709,3641,3303,3224,3267,3369,3757,3836,3849,2
145,WM28FI,251,28F, ,60,5113 S GEORGE MASON DR,34023,PENTAGON STATION & BUS BAY U7,30206,Local Metrobus,Metro Bus,13,Off-Peak,525,508,560,545,476,500,497,527,506,481,519,523,2
146,WM32#2O,252,32, ,30,SOUTHERN AVE STATION & BUS BAY A,21354,NW VIRGINIA AV & NW 21ST ST,20263,Local Metrobus,Metro Bus,67,Peak,13361,13678,14208,13924,12986,11990,12510,13664,13300,13636,14270,14126,2
147,WM04BI,253,04B, ,30,"TERMINAL;N PARK DR & N 1ST ST",30076,N MOORE ST & ROSSLYN STATION BUS BA,30120,Local Metrobus,Metro Bus,22,Peak,1975,2049,2054,2050,1959,1764,1812,1949,1910,1939,1974,2028,2
148,F151C/I,254,151, ,20,MOUNT VERNON ESTATE,34139,METRO HUNTINGTON S BAY B,34154,Other Primary - Local Bus,Fairfax Connector,42,Peak,1247,1233,1320,1293,1239,1149,1136,1161,1253,1329,1398,1361,2
149,F151C/I,254,151, ,20,MOUNT VERNON ESTATE,34139,METRO HUNTINGTON S BAY B,34154,Other Primary - Local Bus,Fairfax Connector,42,Peak,1247,1233,1320,1293,1239,1149,1136,1161,1253,1329,1398,1361,2
150,F152C/O,247,152, ,30,METRO HUNTINGTON S BAY C,34154,MOUNT VERNON ESTATE,34139,Other Primary - Local Bus,Fairfax Connector,42,Peak,607,619,572,585,547,535,545,617,593,599,585,541,2
151,FRIBS5,257,RIBS 5, ,43,RESTON TOWN CTR TRANSIT STATIO,34621,RESTON TOWN CTR TRANSIT STATIO,36069,Other Primary - Local Bus,Fairfax Connector,33,Off-Peak,186,183,181,190,177,161,145,149,155,178,172,187,2
152,F950W,245,950, ,30,METRO WEST FALLS CH VT-UVA N B,34940,RESTON TOWN CTR TRANSIT STA BA,34621,Other Primary - Local Bus,Fairfax Connector,45,Off-Peak,3370,3331,3494,3255,3047,2871,2926,2994,3076,3225,3202,3189,2
153,F950E,259,950, ,15,RESTON TOWN CTR TRANSIT STA BA,34621,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,52,Peak,3370,3331,3494,3255,3047,2871,2926,2994,3076,3225,3202,3189,2
154,F951W,260,951, ,30,METRO WEST FALLS CH VT-UVA N B,34940,ROARK @ SUNRISE VALLEY,35655,Other Primary - Local Bus,Fairfax Connector,30,Peak,434,378,387,371,309,275,251,289,245,263,249,236,2
155,WM03TI,261,03T, ,20,COLSHIRE MEADOW @ OLD MEADOW,35042,E FALLS CHURCH STA & BUS BAY D,30064,Local Metrobus,Metro Bus,49,Peak,677,693,745,721,723,664,654,679,688,705,722,703,2
156,F952W,262,952, ,30,METRO WEST FALLS CH VT-UVA N B,34940,PNR HERNDON MONROE BAY B,35655,Other Primary - Local Bus,Fairfax Connector,30,Peak,181,156,192,144,158,118,138,181,214,208,196,209,2
157,F980E,263,980, ,6,PNR HERNDON MONROE BAY E,35654,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,20,Peak,2460,2433,2560,2538,2367,2151,2533,2504,2580,2702,2713,2710,2
158,F980W,264,980, ,60,METRO WEST FALLS CH VT-UVA N B,34940,PNR HERNDON MONROE BAY E,35654,Other Primary - Local Bus,Fairfax Connector,20,Off-Peak,2460,2433,2560,2538,2367,2151,2533,2504,2580,2702,2713,2710,2
159,FRIBS1,265,RIBS 1, ,30,RESTON TOWN CTR TRANSIT STA BA,35650,RESTON TOWN CTR TRANSIT STA BA,34621,Other Primary - Local Bus,Fairfax Connector,54,Peak,525,526,550,514,504,477,461,482,503,515,489,453,2
160,FRIBS1,265,RIBS 1, ,30,RESTON TOWN CTR TRANSIT STA BA,35650,RESTON TOWN CTR TRANSIT STA BA,34621,Other Primary - Local Bus,Fairfax Connector,54,Peak,525,526,550,514,504,477,461,482,503,515,489,453,2
161,FRIBS2,267,RIBS 2, ,30,RESTON TOWN CTR TRANSIT STA BA,34621,RESTON TOWN CTR TRANSIT STA BA,36069,Other Primary - Local Bus,Fairfax Connector,48,Off-Peak,558,570,614,603,601,535,526,548,566,555,559,544,2
162,FRIBS2,267,RIBS 2, ,30,RESTON TOWN CTR TRANSIT STA BA,34621,RESTON TOWN CTR TRANSIT STA BA,36069,Other Primary - Local Bus,Fairfax Connector,48,Off-Peak,558,570,614,603,601,535,526,548,566,555,559,544,2
163,FRIBS3,269,RIBS 3, ,30,RESTON TOWN CENTER TRANSIT STA,34621,RESTON TOWN CENTER TRANSIT STA,35650,Other Primary - Local Bus,Fairfax Connector,48,Off-Peak,653,651,661,652,623,566,592,568,561,614,620,552,2
164,FRIBS3,269,RIBS 3, ,30,RESTON TOWN CENTER TRANSIT STA,34621,RESTON TOWN CENTER TRANSIT STA,35650,Other Primary - Local Bus,Fairfax Connector,48,Off-Peak,653,651,661,652,623,566,592,568,561,614,620,552,2
165,WMW08L,271,W8, ,30,ANACOSTIA STATION & BUS BAY M,21341,ANACOSTIA STATION & BUS BAY M,20731,Local Metrobus,Metro Bus,36,Off-Peak,1332,1310,1706,2298,2149,2005,2059,2126,2141,2180,2435,2092,2
166,WMB29O,272,B29, ,30,CROFTON COUNTRY CLUB & NORTH PKG LO,45818,NEW CARROLLTON STATION & BUS BAY A,26193,Local Metrobus,Metro Bus,29,Peak,249,260,278,293,246,218,243,265,254,277,261,271,2
167,F650E,273,650, ,50,AVION PW @ STONECROFT,34672,METRO VIENNA/GMU S BAY L,35060,Other Primary - Local Bus,Fairfax Connector,23,Off-Peak,239,244,272,270,217,202,177,198,198,220,201,213,2
168,F621,274,621, ,60,METRO VIENNA/GMU S BAY H,35062,METRO VIENNA/GMU S BAY H,35062,Other Primary - Local Bus,Fairfax Connector,53,Off-Peak,256,277,288,296,276,232,216,203,219,255,220,244,2
169,F623,275,623, ,30,METRO VIENNA/GMU S BAY H,35062,METRO VIENNA/GMU S BAY H,35062,Other Primary - Local Bus,Fairfax Connector,40,Peak,469,448,479,443,396,358,428,437,439,467,469,460,2
170,F630E,276,630, ,60,PNR CENTREVILLE UNITED METH CH,35270,METRO VIENNA/GMU S BAY J,35060,Other Primary - Local Bus,Fairfax Connector,48,Off-Peak,198,181,160,159,179,145,195,224,192,183,181,187,2
171,F630W,277,630, ,60,METRO VIENNA/GMU S BAY J,35060,PNR CENTREVILLE UNITED METH CH,35270,Other Primary - Local Bus,Fairfax Connector,49,Off-Peak,198,181,160,159,179,145,195,224,192,183,181,187,2
172,F631E,278,631, ,30,BRADDOCK @ ORCHARD HILL,34775,METRO VIENNA/GMU S BAY J,34688,Other Primary - Local Bus,Fairfax Connector,46,Peak,408,438,462,461,408,361,383,395,418,478,440,460,2
173,F632E,279,632, ,30,PARK MEADOW @ NEWBROOK,34742,METRO VIENNA/GMU S BAY J,34688,Other Primary - Local Bus,Fairfax Connector,38,Peak,447,432,463,416,419,385,419,453,490,508,484,479,2
174,F632W,280,632, ,30,METRO VIENNA/GMU S BAY J,34688,PARK MEADOW @ NEWBROOK,35007,Other Primary - Local Bus,Fairfax Connector,28,Peak,447,432,463,416,419,385,419,453,490,508,484,479,2
175,F640E,281,640, ,60,LEE RD @ CONFERENCE CENTER DR,35271,METRO VIENNA/GMU S BAY K,34688,Other Primary - Local Bus,Fairfax Connector,31,Off-Peak,101,83,98,83,72,72,86,93,92,121,116,121,2
176,F640W,282,640, ,60,METRO VIENNA/GMU S BAY K,34688,LEE RD @ CONFERENCE CENTER DR,35271,Other Primary - Local Bus,Fairfax Connector,24,Off-Peak,101,83,98,83,72,72,86,93,92,121,116,121,2
177,F641E,283,641, ,30,PNR CENTREVILLE UNITED METH CH,35270,METRO VIENNA/GMU S BAY K,34688,Other Primary - Local Bus,Fairfax Connector,38,Peak,290,293,312,295,246,231,254,265,263,287,281,295,2
178,F641W,284,641, ,30,METRO VIENNA/GMU S BAY K,34688,PNR CENTREVILLE UNITED METH CH,35270,Other Primary - Local Bus,Fairfax Connector,20,Peak,290,293,312,295,246,231,254,265,263,287,281,295,2
179,F642E,285,642, ,30,PNR SULLY STATION BAY A,36567,METRO VIENNA/GMU S BAY K,34688,Other Primary - Local Bus,Fairfax Connector,56,Peak,469,484,493,470,464,402,452,430,429,432,431,444,2
180,F505E,286,505, ,30,RESTON TOWN CTR TRANSIT STATIO,36069,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,26,Peak,1179,1112,1160,1161,1106,1007,1122,1076,1140,1124,1132,1164,2
181,F644E,287,644, ,20,PNR CENTREVILLE @ STONE RD BAY,34344,METRO VIENNA/GMU S BAY K,34688,Other Primary - Local Bus,Fairfax Connector,35,Peak,428,395,447,410,389,345,371,398,421,430,437,414,2
182,F950E,259,950, ,15,RESTON TOWN CTR TRANSIT STA BA,34621,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,52,Peak,3370,3331,3494,3255,3047,2871,2926,2994,3076,3225,3202,3189,2
183,F650W,289,650, ,50,METRO VIENNA/GMU S BAY L,35060,AVION PW @ STONECROFT,34672,Other Primary - Local Bus,Fairfax Connector,41,Off-Peak,239,244,272,270,217,202,177,198,198,220,201,213,2
184,F651E,290,651, ,30,LEE RD @ CHANTILLY CROSSING,34703,METRO VIENNA/GMU S BAY L,35060,Other Primary - Local Bus,Fairfax Connector,35,Peak,266,263,232,246,214,196,226,253,281,301,302,294,2
185,F651W,291,651, ,30,METRO VIENNA/GMU S BAY L,35060,LEE RD @ CHANTILLY CROSSING,34703,Other Primary - Local Bus,Fairfax Connector,35,Peak,266,263,232,246,214,196,226,253,281,301,302,294,2
186,F652E,292,652, ,60,METRO VIENNA/GMU S BAY L,35060,AVION PW @ STONECROFT,35060,Other Primary - Local Bus,Fairfax Connector,23,Peak,332,346,409,380,338,306,312,332,283,307,291,289,2
187,F652W,293,652, ,30,AVION PW @ STONECROFT,35060,METRO VIENNA/GMU S BAY L,35062,Other Primary - Local Bus,Fairfax Connector,25,Peak,332,346,409,380,338,306,312,332,283,307,291,289,2
188,F924S,294,924, ,30,DRANESVILLE @ LEESBURG,38003,PNR HERNDON MONROE BAY C,35654,Other Primary - Local Bus,Fairfax Connector,23,Peak,143,168,148,149,136,138,125,124,122,122,121,134,2
189,F926N,295,926, ,30,PNR HERNDON MONROE BAY C,35654,DRANESVILLE @ LEESBURG,38003,Other Primary - Local Bus,Fairfax Connector,23,Peak,49,50,63,58,41,36,34,42,49,60,62,62,2
190,F927L,296,927, ,33,PNR HERNDON MONROE BAY G,35654,PNR HERNDON MONROE BAY G,35655,Other Primary - Local Bus,Fairfax Connector,26,Off-Peak,276,260,249,254,222,189,205,212,213,241,230,238,2
191,F927L,296,927, ,33,PNR HERNDON MONROE BAY G,35654,PNR HERNDON MONROE BAY G,35655,Other Primary - Local Bus,Fairfax Connector,26,Off-Peak,276,260,249,254,222,189,205,212,213,241,230,238,2
192,F929LI,298,929, ,30,PNR HERNDON MONROE BAY H,34670,PNR HERNDON MONROE BAY H,35654,Other Primary - Local Bus,Fairfax Connector,44,Peak,120,114,140,139,115,107,104,106,97,116,107,112,2
193,F929LO,299,929, ,30,HERNDON-MONROE,35654,PK CTR,34670,Other Primary - Local Bus,Fairfax Connector,18,Peak,120,114,140,139,115,107,104,106,97,116,107,112,2
194,FRIBS5,257,RIBS 5, ,43,RESTON TOWN CTR TRANSIT STATIO,34621,RESTON TOWN CTR TRANSIT STATIO,36069,Other Primary - Local Bus,Fairfax Connector,33,Off-Peak,186,183,181,190,177,161,145,149,155,178,172,187,2
195,F642W,301,642, ,30,METRO VIENNA/GMU S BAY K,34688,PNR SULLY STATION BAY A,36567,Other Primary - Local Bus,Fairfax Connector,31,Peak,469,484,493,470,464,402,452,430,429,432,431,444,2
196,ART87O,302,ART 87, ,30,Pentagon Metro @ Bay U3,30206,Shirlington Station 2975 S Quincy Street NB,30170,Other Primary - Local Bus,ART Bus,22,Off-Peak,1104,1021,1065,1058,978,939,1034,1012,980,1001,922,1025,2
197,WM38BI,303,38B, ,12,BALLSTON STATION & BUS BAY B,30093,17TH ST NW (EAST) & I ST NW,20098,Local Metrobus,Metro Bus,38,Peak,4043,4026,3916,3872,3709,3339,3347,3581,3521,3574,3761,3910,2
198,WM38BO,304,38B, ,12,17TH ST (EAST) & I ST,20042,BALLSTON STATION & BUS BAY B,30489,Local Metrobus,Metro Bus,40,Peak,4043,4026,3916,3872,3709,3339,3347,3581,3521,3574,3761,3910,2
199,WM38BO,304,38B, ,12,17TH ST (EAST) & I ST,20042,BALLSTON STATION & BUS BAY B,30489,Local Metrobus,Metro Bus,40,Peak,4043,4026,3916,3872,3709,3339,3347,3581,3521,3574,3761,3910,2
200,WM42I,306,42, ,12,LAMONT ST NW & MT PLEASANT ST NW,20821,NW 9TH ST & NW G ST,20514,Local Metrobus,Metro Bus,29,Peak,7518,7200,7217,7137,6976,6231,6882,7427,7014,7177,6929,7106,2
201,WM42I,306,42, ,12,LAMONT ST NW & MT PLEASANT ST NW,20821,NW 9TH ST & NW G ST,20514,Local Metrobus,Metro Bus,29,Peak,7518,7200,7217,7137,6976,6231,6882,7427,7014,7177,6929,7106,2
202,WM42O,233,42, ,12,NW 9TH ST & NW G ST,20516,LAMONT ST NW & MT PLEASANT ST NW,20821,Local Metrobus,Metro Bus,35,Off-Peak,7518,7200,7217,7137,6976,6231,6882,7427,7014,7177,6929,7106,2
203,WM43I,309,43, ,8,LAMONT ST NW & MT PLEASANT ST NW,20821,17TH ST NW (WEST) & I ST NW,20098,Local Metrobus,Metro Bus,18,Peak,7518,7200,7217,7137,6976,6231,6882,7427,7014,7177,6929,7106,2
204,WM52#1I,310,52, ,60,NW 14TH ST & NW IRVING ST,20847,D ST SW BETWEEN 6TH AND 7TH ST SW,20046,Local Metrobus,Metro Bus,34,Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
205,WM52#1I,310,52, ,60,NW 14TH ST & NW IRVING ST,20847,D ST SW BETWEEN 6TH AND 7TH ST SW,20046,Local Metrobus,Metro Bus,34,Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
206,WM52%#1O,312,52, ,21,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW INGRAHAM ST,20847,Local Metrobus,Metro Bus,46,Off-Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
207,WM53%O,313,53, ,23,I ST & 13TH ST NW (STOP 4),20062,TAKOMA STATION & BUS BAY C,20847,Local Metrobus,Metro Bus,47,Off-Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
208,FRIBS4,314,RIBS 4, ,30,RESTON TOWN CTR TRANSIT STA BA,35650,RESTON TOWN CTR TRANSIT STA BA,36069,Other Primary - Local Bus,Fairfax Connector,21,Peak,156,140,136,123,127,142,125,115,114,130,129,134,2
209,ART87I,315,ART 87, ,30,Shirlington Station 2975 S Quincy Street NB,30170,Pentagon Station Drop Off Bays,30206,Other Primary - Local Bus,ART Bus,27,Off-Peak,1104,1021,1065,1058,978,939,1034,1012,980,1001,922,1025,2
210,WM36O,316,36, ,27,FRIENDSHIP HEIGHTS STA & BUS BAY B,22864,NAYLOR RD STATION & BUS BAY F,26572,Local Metrobus,Metro Bus,93,Off-Peak,13361,13678,14208,13924,12986,11990,12510,13664,13300,13636,14270,14126,2
211,WM53I,317,53, ,12,TAKOMA STATION & BUS BAY C,20872,I ST & 13TH ST NW (STOP 4),20075,Local Metrobus,Metro Bus,49,Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
212,WM54#1I,318,54, ,25,NW 14TH ST & NW JEFFERSON ST,20847,D ST SW BETWEEN 6TH AND 7TH ST SW,20046,Local Metrobus,Metro Bus,47,Off-Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
213,WM54#1I,318,54, ,25,NW 14TH ST & NW JEFFERSON ST,20847,D ST SW BETWEEN 6TH AND 7TH ST SW,20046,Local Metrobus,Metro Bus,47,Off-Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
214,WM54/,320,54, ,30,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,TAKOMA STATION & BUS BAY C,20870,Local Metrobus,Metro Bus,61,Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
215,WM54O,321,54, ,60,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW INGRAHAM ST,20872,Local Metrobus,Metro Bus,45,Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
216,WM54O,321,54, ,60,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW INGRAHAM ST,20872,Local Metrobus,Metro Bus,45,Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
217,WMM06L,323,M6, ,15,SE ALABAMA AV & SE PENNSYLVANIA AV,21248,POTOMAC AVE SE (N RDWY) & 14TH ST S,21245,Local Metrobus,Metro Bus,24,Peak,1702,1732,1793,1766,1712,1629,1534,1652,1723,1814,1808,1762,2
218,WM60I,324,60, ,43,FT TOTTEN STATION & BUS BAY C,21106,GEORGIA AVE & NEW HAMPSHIRE AVE,20901,Local Metrobus,Metro Bus,17,Off-Peak,3948,4124,4478,4573,4387,4081,4140,4537,4480,4563,4845,4837,2
219,WM60I,324,60, ,43,FT TOTTEN STATION & BUS BAY C,21106,GEORGIA AVE & NEW HAMPSHIRE AVE,20901,Local Metrobus,Metro Bus,17,Off-Peak,3948,4124,4478,4573,4387,4081,4140,4537,4480,4563,4845,4837,2
220,WM60O,326,60, ,20,GEORGIA AVE & NEW HAMPSHIRE AVE N/S,20901,FT TOTTEN STATION & BUS BAY C,21106,Local Metrobus,Metro Bus,18,Peak,3948,4124,4478,4573,4387,4081,4140,4537,4480,4563,4845,4837,2
221,WM60O,326,60, ,20,GEORGIA AVE & NEW HAMPSHIRE AVE N/S,20901,FT TOTTEN STATION & BUS BAY C,21106,Local Metrobus,Metro Bus,18,Peak,3948,4124,4478,4573,4387,4081,4140,4537,4480,4563,4845,4837,2
222,WM62I,328,62, ,15,TAKOMA STATION & BUS BAY F,20872,GEORGIA AVE & NEW HAMPSHIRE AVE STO,20901,Local Metrobus,Metro Bus,18,Off-Peak,4191,4130,4832,4559,4220,3894,3825,4433,4427,4353,4476,4021,2
223,ART87I,315,ART 87, ,30,Shirlington Station 2975 S Quincy Street NB,30170,Pentagon Station Drop Off Bays,30206,Other Primary - Local Bus,ART Bus,27,Off-Peak,1104,1021,1065,1058,978,939,1034,1012,980,1001,922,1025,2
224,F171N,330,171, ,20,VRE LORTON STATION BAY A,34224,METRO HUNTINGTON N BAY A,34154,Other Primary - Local Bus,Fairfax Connector,71,Peak,3494,3428,3541,3412,3315,3105,2962,3079,3218,3322,3373,3298,2
225,WMU05L,331,U5, ,33,MINNESOTA AVE STA & BUS BAY M,21203,MINNESOTA AVE STA & BUS BAY M,21671,Local Metrobus,Metro Bus,64,Off-Peak,3201,3186,3420,3249,3096,2984,3124,3478,3389,3417,3444,3148,2
226,F159I,332,159, ,60,SACRAMENTO @ RICHMOND HY,34275,METRO HUNTINGTON S BAY B,34154,Other Primary - Local Bus,Fairfax Connector,37,Off-Peak,520,548,560,537,532,513,511,497,506,570,546,528,2
227,F151S,333,151, ,30,METRO HUNTINGTON S BAY B,34154,MOUNT VERNON ESTATE,34139,Other Primary - Local Bus,Fairfax Connector,40,Peak,1247,1233,1320,1293,1239,1149,1136,1161,1253,1329,1398,1361,2
228,ART42E,334,ART 42, ,30,Pentagon Metro @ Bay U3,30206,Ballston Metro F Fairfax Dr EB @ N Staffor,30093,Other Primary - Local Bus,ART Bus,33,Off-Peak,1254,1234,1306,1260,1210,1101,1184,1197,1354,1315,1283,1200,2
229,ART42E,334,ART 42, ,30,Pentagon Metro @ Bay U3,30206,Ballston Metro F Fairfax Dr EB @ N Staffor,30093,Other Primary - Local Bus,ART Bus,33,Off-Peak,1254,1234,1306,1260,1210,1101,1184,1197,1354,1315,1283,1200,2
230,ART42W,336,ART 42, ,30,Ballston Metro F Fairfax Dr EB @ N Staffor,30093,Pentagon Station Drop Off Bays,30206,Other Primary - Local Bus,ART Bus,26,Off-Peak,1254,1234,1306,1260,1210,1101,1184,1197,1354,1315,1283,1200,2
231,ART42W,336,ART 42, ,30,Ballston Metro F Fairfax Dr EB @ N Staffor,30093,Pentagon Station Drop Off Bays,30206,Other Primary - Local Bus,ART Bus,26,Off-Peak,1254,1234,1306,1260,1210,1101,1184,1197,1354,1315,1283,1200,2
